dislserver: server starting
disl: excluding method: org/apache/commons/lang3/StringUtils.appendIfMissingIgnoreCase((Ljava/lang/String;Ljava/lang/CharSequence;[Ljava/lang/CharSequence;)Ljava/lang/String;)
disl: excluding method: org/apache/commons/lang3/StringUtils.prependIfMissing((Ljava/lang/String;Ljava/lang/CharSequence;Z[Ljava/lang/CharSequence;)Ljava/lang/String;)
disl: excluding method: org/apache/commons/lang3/StringUtils.prependIfMissing((Ljava/lang/String;Ljava/lang/CharSequence;[Ljava/lang/CharSequence;)Ljava/lang/String;)
disl: excluding method: org/apache/commons/lang3/StringUtils.prependIfMissingIgnoreCase((Ljava/lang/String;Ljava/lang/CharSequence;[Ljava/lang/CharSequence;)Ljava/lang/String;)
disl: excluding method: org/apache/commons/lang3/StringUtils.toString(([BLjava/lang/String;)Ljava/lang/String;)
disl: excluding method: org/apache/commons/lang3/StringUtils.toEncodedString(([BLjava/nio/charset/Charset;)Ljava/lang/String;)
disl: excluding method: org/apache/commons/lang3/StringUtils.wrap((Ljava/lang/String;C)Ljava/lang/String;)
disl: excluding method: org/apache/commons/lang3/StringUtils.wrap((Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;)
disl: excluding method: org/apache/maven/graph/DefaultProjectDependencyGraph.<init>((Ljava/util/Collection;)V)
disl: excluding method: org/apache/maven/graph/DefaultProjectDependencyGraph.getSortedProjects(()Ljava/util/List;)
disl: excluding method: org/apache/maven/graph/DefaultProjectDependencyGraph.getDownstreamProjects((Lorg/apache/maven/project/MavenProject;Z)Ljava/util/List;)
disl: excluding method: org/apache/maven/graph/DefaultProjectDependencyGraph.getDownstreamProjects((Ljava/lang/String;Ljava/util/Set;Z)V)
disl: excluding method: org/apache/maven/graph/DefaultProjectDependencyGraph.getUpstreamProjects((Lorg/apache/maven/project/MavenProject;Z)Ljava/util/List;)
disl: excluding method: org/apache/maven/graph/DefaultProjectDependencyGraph.getUpstreamProjects((Ljava/lang/String;Ljava/util/Collection;Z)V)
disl: excluding method: org/apache/maven/graph/DefaultProjectDependencyGraph.getSortedProjects((Ljava/util/Set;)Ljava/util/List;)
disl: excluding method: org/apache/maven/graph/DefaultProjectDependencyGraph.toString(()Ljava/lang/String;)
disl: excluding method: org/apache/maven/project/ProjectSorter.<init>((Ljava/util/Collection;)V)
disl: excluding method: org/apache/maven/project/ProjectSorter.addEdge((Ljava/util/Map;Ljava/util/Map;Lorg/apache/maven/project/MavenProject;Lorg/codehaus/plexus/util/dag/Vertex;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;ZZ)V)
disl: excluding method: org/apache/maven/project/ProjectSorter.addEdge((Lorg/codehaus/plexus/util/dag/Vertex;Lorg/codehaus/plexus/util/dag/Vertex;Lorg/apache/maven/project/MavenProject;Ljava/util/Map;ZZ)V)
disl: excluding method: org/apache/maven/project/ProjectSorter.isSpecificVersion((Ljava/lang/String;)Z)
disl: excluding method: org/apache/maven/project/ProjectSorter.getTopLevelProject(()Lorg/apache/maven/project/MavenProject;)
disl: excluding method: org/apache/maven/project/ProjectSorter.getSortedProjects(()Ljava/util/List;)
disl: excluding method: org/apache/maven/project/ProjectSorter.hasMultipleProjects(()Z)
disl: excluding method: org/apache/maven/project/ProjectSorter.getDependents((Ljava/lang/String;)Ljava/util/List;)
disl: excluding method: org/apache/maven/project/ProjectSorter.getDependencies((Ljava/lang/String;)Ljava/util/List;)
disl: excluding method: org/apache/maven/project/ProjectSorter.getId((Lorg/apache/maven/project/MavenProject;)Ljava/lang/String;)
disl: excluding method: org/apache/maven/project/ProjectSorter.getDAG(()Lorg/codehaus/plexus/util/dag/DAG;)
disl: excluding method: org/apache/maven/project/ProjectSorter.getProjectMap(()Ljava/util/Map;)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.<init>(()V)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.getVerticies(()Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.getLabels(()Ljava/util/Set;)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.addVertex((Ljava/lang/String;)Lorg/codehaus/plexus/util/dag/Vertex;)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.addEdge((Ljava/lang/String;Ljava/lang/String;)V)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.addEdge((Lorg/codehaus/plexus/util/dag/Vertex;Lorg/codehaus/plexus/util/dag/Vertex;)V)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.removeEdge((Ljava/lang/String;Ljava/lang/String;)V)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.removeEdge((Lorg/codehaus/plexus/util/dag/Vertex;Lorg/codehaus/plexus/util/dag/Vertex;)V)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.getVertex((Ljava/lang/String;)Lorg/codehaus/plexus/util/dag/Vertex;)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.hasEdge((Ljava/lang/String;Ljava/lang/String;)Z)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.getChildLabels((Ljava/lang/String;)Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.getParentLabels((Ljava/lang/String;)Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.clone(()Ljava/lang/Object;)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.isConnected((Ljava/lang/String;)Z)
disl: excluding method: org/codehaus/plexus/util/dag/DAG.getSuccessorLabels((Ljava/lang/String;)Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.<init>((Ljava/lang/String;)V)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.getLabel(()Ljava/lang/String;)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.addEdgeTo((Lorg/codehaus/plexus/util/dag/Vertex;)V)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.removeEdgeTo((Lorg/codehaus/plexus/util/dag/Vertex;)V)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.addEdgeFrom((Lorg/codehaus/plexus/util/dag/Vertex;)V)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.removeEdgeFrom((Lorg/codehaus/plexus/util/dag/Vertex;)V)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.getChildren(()Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.getChildLabels(()Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.getParents(()Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.getParentLabels(()Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.isLeaf(()Z)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.isRoot(()Z)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.isConnected(()Z)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.clone(()Ljava/lang/Object;)
disl: excluding method: org/codehaus/plexus/util/dag/Vertex.toString(()Ljava/lang/String;)
disl: excluding method: org/codehaus/plexus/util/dag/TopologicalSorter.<init>(()V)
disl: excluding method: org/codehaus/plexus/util/dag/TopologicalSorter.sort((Lorg/codehaus/plexus/util/dag/DAG;)Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/TopologicalSorter.sort((Lorg/codehaus/plexus/util/dag/Vertex;)Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/TopologicalSorter.dfs((Lorg/codehaus/plexus/util/dag/DAG;)Ljava/util/List;)
disl: excluding method: org/codehaus/plexus/util/dag/TopologicalSorter.isNotVisited((Lorg/codehaus/plexus/util/dag/Vertex;Ljava/util/Map;)Z)
disl: excluding method: org/codehaus/plexus/util/dag/TopologicalSorter.dfsVisit((Lorg/codehaus/plexus/util/dag/Vertex;Ljava/util/Map;Ljava/util/List;)V)
disl: excluding method: org/codehaus/plexus/util/dag/TopologicalSorter.<clinit>(()V)
disl: excluding method: java/util/LinkedList$ListItr.<init>((Ljava/util/LinkedList;I)V)
disl: excluding method: java/util/LinkedList$ListItr.hasNext(()Z)
disl: excluding method: java/util/LinkedList$ListItr.next(()Ljava/lang/Object;)
disl: excluding method: java/util/LinkedList$ListItr.hasPrevious(()Z)
disl: excluding method: java/util/LinkedList$ListItr.previous(()Ljava/lang/Object;)
disl: excluding method: java/util/LinkedList$ListItr.nextIndex(()I)
disl: excluding method: java/util/LinkedList$ListItr.previousIndex(()I)
disl: excluding method: java/util/LinkedList$ListItr.remove(()V)
disl: excluding method: java/util/LinkedList$ListItr.set((Ljava/lang/Object;)V)
disl: excluding method: java/util/LinkedList$ListItr.add((Ljava/lang/Object;)V)
disl: excluding method: java/util/LinkedList$ListItr.forEachRemaining((Ljava/util/function/Consumer;)V)
disl: excluding method: java/util/LinkedList$ListItr.checkForComodification(()V)
disl: excluding method: org/apache/maven/model/building/Result$4.<init>(()V)
disl: excluding method: org/apache/maven/model/building/Result$4.apply((Lorg/apache/maven/model/building/Result;)Ljava/lang/Iterable;)
disl: excluding method: org/apache/maven/model/building/Result$4.apply((Ljava/lang/Object;)Ljava/lang/Object;)
disl: excluding method: org/eclipse/aether/util/repository/ChainedWorkspaceReader.<init>(([Lorg/eclipse/aether/repository/WorkspaceReader;)V)
disl: excluding method: org/eclipse/aether/util/repository/ChainedWorkspaceReader.newInstance((Lorg/eclipse/aether/repository/WorkspaceReader;Lorg/eclipse/aether/repository/WorkspaceReader;)Lorg/eclipse/aether/repository/WorkspaceReader;)
disl: excluding method: org/eclipse/aether/util/repository/ChainedWorkspaceReader.findArtifact((Lorg/eclipse/aether/artifact/Artifact;)Ljava/io/File;)
disl: excluding method: org/eclipse/aether/util/repository/ChainedWorkspaceReader.findVersions((Lorg/eclipse/aether/artifact/Artifact;)Ljava/util/List;)
disl: excluding method: org/eclipse/aether/util/repository/ChainedWorkspaceReader.getRepository(()Lorg/eclipse/aether/repository/WorkspaceRepository;)
disl: excluding method: org/apache/maven/lifecycle/internal/LifecycleTask.<init>((Ljava/lang/String;)V)
disl: excluding method: org/apache/maven/lifecycle/internal/LifecycleTask.toString(()Ljava/lang/String;)
disl: excluding method: org/apache/maven/lifecycle/internal/LifecycleTask.getLifecyclePhase(()Ljava/lang/String;)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.<init>((Ljava/lang/Object;Ljava/lang/Object;)V)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.<init>((Ljava/lang/Object;Ljava/lang/Object;Lcom/google/common/collect/ImmutableBiMap;)V)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.<init>((Ljava/util/Map$Entry;)V)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.get((Ljava/lang/Object;)Ljava/lang/Object;)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.size(()I)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.containsKey((Ljava/lang/Object;)Z)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.containsValue((Ljava/lang/Object;)Z)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.isPartialView(()Z)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.createEntrySet(()Lcom/google/common/collect/ImmutableSet;)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.createKeySet(()Lcom/google/common/collect/ImmutableSet;)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.inverse(()Lcom/google/common/collect/ImmutableBiMap;)
disl: excluding method: com/google/common/collect/SingletonImmutableBiMap.inverse(()Lcom/google/common/collect/BiMap;)
disl: excluding method: org/apache/maven/lifecycle/internal/CompoundProjectExecutionListener.<init>((Ljava/util/Collection;)V)
disl: excluding method: org/apache/maven/lifecycle/internal/CompoundProjectExecutionListener.beforeProjectExecution((Lorg/apache/maven/execution/ProjectExecutionEvent;)V)
disl: excluding method: org/apache/maven/lifecycle/internal/CompoundProjectExecutionListener.beforeProjectLifecycleExecution((Lorg/apache/maven/execution/ProjectExecutionEvent;)V)
disl: excluding method: org/apache/maven/lifecycle/internal/CompoundProjectExecutionListener.afterProjectExecutionSuccess((Lorg/apache/maven/execution/ProjectExecutionEvent;)V)
disl: excluding method: org/apache/maven/lifecycle/internal/CompoundProjectExecutionListener.afterProjectExecutionFailure((Lorg/apache/maven/execution/ProjectExecutionEvent;)V)
disl: excluding method: org/apache/maven/execution/ProjectExecutionEvent.<init>((Lorg/apache/maven/execution/MavenSession;Lorg/apache/maven/project/MavenProject;)V)
disl: excluding method: org/apache/maven/execution/ProjectExecutionEvent.<init>((Lorg/apache/maven/execution/MavenSession;Lorg/apache/maven/project/MavenProject;Ljava/util/List;)V)
disl: excluding method: org/apache/maven/execution/ProjectExecutionEvent.<init>((Lorg/apache/maven/execution/MavenSession;Lorg/apache/maven/project/MavenProject;Ljava/lang/Throwable;)V)
disl: excluding method: org/apache/maven/execution/ProjectExecutionEvent.<init>((Lorg/apache/maven/execution/MavenSession;Lorg/apache/maven/project/MavenProject;Ljava/util/List;Ljava/lang/Throwable;)V)
disl: excluding method: org/apache/maven/execution/ProjectExecutionEvent.getSession(()Lorg/apache/maven/execution/MavenSession;)
disl: excluding method: org/apache/maven/execution/ProjectExecutionEvent.getProject(()Lorg/apache/maven/project/MavenProject;)
disl: excluding method: org/apache/maven/execution/ProjectExecutionEvent.getExecutionPlan(()Ljava/util/List;)
disl: excluding method: org/apache/maven/execution/ProjectExecutionEvent.getCause(()Ljava/lang/Throwable;)
disl: excluding method: org/apache/maven/lifecycle/internal/GoalTask.<init>((Ljava/lang/String;)V)
disl: excluding method: org/apache/maven/lifecycle/internal/GoalTask.toString(()Ljava/lang/String;)
disl: excluding method: org/apache/maven/plugin/MojoExecution$Source.values(()[Lorg/apache/maven/plugin/MojoExecution$Source;)
disl: excluding method: org/apache/maven/plugin/MojoExecution$Source.valueOf((Ljava/lang/String;)Lorg/apache/maven/plugin/MojoExecution$Source;)
disl: excluding method: org/apache/maven/plugin/MojoExecution$Source.<init>((Ljava/lang/String;I)V)
disl: excluding method: org/apache/maven/plugin/MojoExecution$Source.<clinit>(()V)
disl: excluding method: java/util/TreeMap$Values.<init>((Ljava/util/TreeMap;)V)
disl: excluding method: java/util/TreeMap$Values.iterator(()Ljava/util/Iterator;)
disl: excluding method: java/util/TreeMap$Values.size(()I)
disl: excluding method: java/util/TreeMap$Values.contains((Ljava/lang/Object;)Z)
disl: excluding method: java/util/TreeMap$Values.remove((Ljava/lang/Object;)Z)
disl: excluding method: java/util/TreeMap$Values.clear(()V)
disl: excluding method: java/util/TreeMap$Values.spliterator(()Ljava/util/Spliterator;)
disl: excluding method: java/util/TreeMap$ValueIterator.<init>((Ljava/util/TreeMap;Ljava/util/TreeMap$Entry;)V)
disl: excluding method: java/util/TreeMap$ValueIterator.next(()Ljava/lang/Object;)
disl: excluding method: org/apache/maven/plugin/DefaultPluginDescriptorCache$CacheKey.<init>((Lorg/apache/maven/model/Plugin;Ljava/util/List;Lorg/eclipse/aether/RepositorySystemSession;)V)
disl: excluding method: org/apache/maven/plugin/DefaultPluginDescriptorCache$CacheKey.hashCode(()I)
disl: excluding method: org/apache/maven/plugin/DefaultPluginDescriptorCache$CacheKey.equals((Ljava/lang/Object;)Z)
disl: excluding method: org/apache/maven/plugin/DefaultPluginDescriptorCache$CacheKey.toString(()Ljava/lang/String;)
disl: excluding method: org/apache/maven/plugin/DefaultPluginDescriptorCache$CacheKey.hash((Ljava/lang/Object;)I)
disl: excluding method: org/apache/maven/plugin/DefaultPluginDescriptorCache$CacheKey.eq((Ljava/lang/Object;Ljava/lang/Object;)Z)
disl: excluding method: org/apache/maven/plugin/CacheUtils.<init>(()V)
disl: excluding method: org/apache/maven/plugin/CacheUtils.eq((Ljava/lang/Object;Ljava/lang/Object;)Z)
disl: excluding method: org/apache/maven/plugin/CacheUtils.hash((Ljava/lang/Object;)I)
disl: excluding method: org/apache/maven/plugin/CacheUtils.repositoriesHashCode((Ljava/util/List;)I)
disl: excluding method: org/apache/maven/plugin/CacheUtils.repositoryHashCode((Lorg/eclipse/aether/repository/RemoteRepository;)I)
disl: excluding method: org/apache/maven/plugin/CacheUtils.repositoryEquals((Lorg/eclipse/aether/repository/RemoteRepository;Lorg/eclipse/aether/repository/RemoteRepository;)Z)
disl: excluding method: org/apache/maven/plugin/CacheUtils.policyEquals((Lorg/eclipse/aether/repository/RepositoryPolicy;Lorg/eclipse/aether/repository/RepositoryPolicy;)Z)
disl: excluding method: org/apache/maven/plugin/CacheUtils.repositoriesEquals((Ljava/util/List;Ljava/util/List;)Z)
disl: excluding method: org/apache/maven/plugin/CacheUtils.pluginHashCode((Lorg/apache/maven/model/Plugin;)I)
disl: excluding method: org/apache/maven/plugin/CacheUtils.pluginEquals((Lorg/apache/maven/model/Plugin;Lorg/apache/maven/model/Plugin;)Z)
disl: excluding method: org/apache/maven/plugin/CacheUtils.dependenciesEquals((Ljava/util/List;Ljava/util/List;)Z)
disl: excluding method: org/apache/maven/plugin/CacheUtils.exclusionsEquals((Ljava/util/List;Ljava/util/List;)Z)
disl: excluding method: org/apache/maven/plugin/CacheUtils.getWorkspace((Lorg/eclipse/aether/RepositorySystemSession;)Lorg/eclipse/aether/repository/WorkspaceRepository;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.<init>((Ljava/lang/String;)V)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.<init>((Ljava/lang/String;Ljava/util/Map;)V)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.get((Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.<init>((Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.<init>((Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.<init>((Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/eclipse/aether/artifact/ArtifactType;)V)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.<init>((Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/util/Map;Lorg/eclipse/aether/artifact/ArtifactType;)V)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.merge((Ljava/util/Map;Ljava/util/Map;)Ljava/util/Map;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.<init>((Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/util/Map;Ljava/io/File;)V)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.<init>((Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/io/File;Ljava/util/Map;)V)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.emptify((Ljava/lang/String;)Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.getGroupId(()Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.getArtifactId(()Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.getVersion(()Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.getClassifier(()Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.getExtension(()Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.getFile(()Ljava/io/File;)
disl: excluding method: org/eclipse/aether/artifact/DefaultArtifact.getProperties(()Ljava/util/Map;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.<init>(()V)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.isSnapshot(()Z)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.isSnapshot((Ljava/lang/String;)Z)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.getBaseVersion(()Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.toBaseVersion((Ljava/lang/String;)Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.newInstance((Ljava/lang/String;Ljava/util/Map;Ljava/io/File;)Lorg/eclipse/aether/artifact/Artifact;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.setVersion((Ljava/lang/String;)Lorg/eclipse/aether/artifact/Artifact;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.setFile((Ljava/io/File;)Lorg/eclipse/aether/artifact/Artifact;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.setProperties((Ljava/util/Map;)Lorg/eclipse/aether/artifact/Artifact;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.getProperty((Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.copyProperties((Ljava/util/Map;)Ljava/util/Map;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.toString(()Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.equals((Ljava/lang/Object;)Z)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.eq((Ljava/lang/Object;Ljava/lang/Object;)Z)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.hashCode(()I)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.hash((Ljava/lang/Object;)I)
disl: excluding method: org/eclipse/aether/artifact/AbstractArtifact.<clinit>(()V)
disl: excluding method: org/apache/maven/repository/internal/DefaultVersionResolver$Key.<init>((Lorg/eclipse/aether/RepositorySystemSession;Lorg/eclipse/aether/resolution/VersionRequest;)V)
disl: excluding method: org/apache/maven/repository/internal/DefaultVersionResolver$Key.equals((Ljava/lang/Object;)Z)
disl: excluding method: org/apache/maven/repository/internal/DefaultVersionResolver$Key.hashCode(()I)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.<init>(()V)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.eq((Ljava/lang/Object;Ljava/lang/Object;)Z)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.hash((Ljava/lang/Object;)I)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.repositoriesHashCode((Ljava/util/List;)I)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.repositoryHashCode((Lorg/eclipse/aether/repository/RemoteRepository;)I)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.repositoryEquals((Lorg/eclipse/aether/repository/RemoteRepository;Lorg/eclipse/aether/repository/RemoteRepository;)Z)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.policyEquals((Lorg/eclipse/aether/repository/RepositoryPolicy;Lorg/eclipse/aether/repository/RepositoryPolicy;)Z)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.repositoriesEquals((Ljava/util/List;Ljava/util/List;)Z)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.getWorkspace((Lorg/eclipse/aether/RepositorySystemSession;)Lorg/eclipse/aether/repository/WorkspaceRepository;)
disl: excluding method: org/eclipse/aether/internal/impl/CacheUtils.getRepository((Lorg/eclipse/aether/RepositorySystemSession;Ljava/util/List;Ljava/lang/Class;Ljava/lang/String;)Lorg/eclipse/aether/repository/ArtifactRepository;)
disl: excluding method: java/util/Collections$SingletonSet.<init>((Ljava/lang/Object;)V)
disl: excluding method: java/util/Collections$SingletonSet.iterator(()Ljava/util/Iterator;)
disl: excluding method: java/util/Collections$SingletonSet.size(()I)
disl: excluding method: java/util/Collections$SingletonSet.contains((Ljava/lang/Object;)Z)
disl: excluding method: java/util/Collections$SingletonSet.forEach((Ljava/util/function/Consumer;)V)
disl: excluding method: java/util/Collections$SingletonSet.spliterator(()Ljava/util/Spliterator;)
disl: excluding method: java/util/Collections$SingletonSet.removeIf((Ljava/util/function/Predicate;)Z)
disl: excluding method: org/eclipse/aether/internal/impl/DefaultSyncContextFactory$DefaultSyncContext.<init>(()V)
disl: excluding method: org/eclipse/aether/internal/impl/DefaultSyncContextFactory$DefaultSyncContext.acquire((Ljava/util/Collection;Ljava/util/Collection;)V)
disl: excluding method: org/eclipse/aether/internal/impl/DefaultSyncContextFactory$DefaultSyncContext.close(()V)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.<init>((Lorg/eclipse/aether/RepositorySystemSession;Lorg/eclipse/aether/RepositoryEvent$EventType;)V)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.setArtifact((Lorg/eclipse/aether/artifact/Artifact;)Lorg/eclipse/aether/RepositoryEvent$Builder;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.setMetadata((Lorg/eclipse/aether/metadata/Metadata;)Lorg/eclipse/aether/RepositoryEvent$Builder;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.setRepository((Lorg/eclipse/aether/repository/ArtifactRepository;)Lorg/eclipse/aether/RepositoryEvent$Builder;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.setFile((Ljava/io/File;)Lorg/eclipse/aether/RepositoryEvent$Builder;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.setException((Ljava/lang/Exception;)Lorg/eclipse/aether/RepositoryEvent$Builder;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.setExceptions((Ljava/util/List;)Lorg/eclipse/aether/RepositoryEvent$Builder;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.setTrace((Lorg/eclipse/aether/RequestTrace;)Lorg/eclipse/aether/RepositoryEvent$Builder;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$Builder.build(()Lorg/eclipse/aether/RepositoryEvent;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$EventType.values(()[Lorg/eclipse/aether/RepositoryEvent$EventType;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$EventType.valueOf((Ljava/lang/String;)Lorg/eclipse/aether/RepositoryEvent$EventType;)
disl: excluding method: org/eclipse/aether/RepositoryEvent$EventType.<init>((Ljava/lang/String;I)V)
disl: excluding method: org/eclipse/aether/RepositoryEvent$EventType.<clinit>(()V)
disl: excluding method: org/eclipse/aether/internal/impl/DefaultRepositoryEventDispatcher$1.<clinit>(()V)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.<init>(()V)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.<init>((Lorg/eclipse/aether/artifact/Artifact;Ljava/util/List;Ljava/lang/String;)V)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.getArtifact(()Lorg/eclipse/aether/artifact/Artifact;)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.setArtifact((Lorg/eclipse/aether/artifact/Artifact;)Lorg/eclipse/aether/repository/LocalArtifactRequest;)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.getContext(()Ljava/lang/String;)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.setContext((Ljava/lang/String;)Lorg/eclipse/aether/repository/LocalArtifactRequest;)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.getRepositories(()Ljava/util/List;)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.setRepositories((Ljava/util/List;)Lorg/eclipse/aether/repository/LocalArtifactRequest;)
disl: excluding method: org/eclipse/aether/repository/LocalArtifactRequest.toString(()Ljava/lang/String;)
disl: excluding method: sun/nio/ch/FileChannelImpl.<init>((Ljava/io/FileDescriptor;Ljava/lang/String;ZZZLjava/lang/Object;)V)
